Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EngagementSurvey,EmpSatisfaction,DaysLateLast30,Absences,BurnRate,MentalFatigueScore,WFHAvailable,ResourceAllocation,SalaryPerLevel,PromotionStagnation,TotalSatisfaction,BurnoutPressureIndex,CareerVelocity,ManagerStability
25,1,2,688,1,3,3,3,1,1,91,3,1,2,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,2015.5,0.0,2.0,1.4333333333333331,0.038461538461538464,0.6666666666666666
52,0,2,319,1,3,3,3,4,1,39,2,3,4,3,1,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,1992.25,0.0,3.25,0.9714285714285713,0.05660377358490566,0.6666666666666666
45,0,2,192,1,10,2,1,1,1,69,3,1,6,4,1,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1327.0,0.0,2.75,1.4333333333333331,0.021739130434782608,0.6666666666666666
52,0,2,1490,1,4,2,1,4,0,30,3,4,3,4,1,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,4.225,4.0,0.0,10.5,0.67,7.6,0.0,7.0,3311.0,0.16666666666666666,3.25,0.95,0.07547169811320754,0.6666666666666666
42,0,1,532,1,29,2,1,1,0,92,3,2,6,3,0,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1518.6666666666667,0.0,2.25,1.1199999999999999,0.046511627906976744,0.3333333333333333
30,0,2,317,1,2,3,1,3,0,43,1,2,4,4,2,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,2030.3333333333333,0.0,3.25,1.1199999999999999,0.06451612903225806,0.3333333333333333
60,0,2,422,1,7,3,1,1,0,41,3,5,3,1,1,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,4.225,4.0,0.0,10.5,0.86,8.95,0.0,9.0,3261.0,0.36666666666666664,1.75,0.895,0.08196721311475409,0.3333333333333333
46,0,2,1485,1,18,3,3,3,0,87,3,2,4,3,0,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1603.3333333333333,0.0,2.75,1.1199999999999999,0.0425531914893617,0.7272727272727273
42,0,1,1368,1,28,4,5,4,0,88,2,2,0,4,1,4523,4386,0,0,11,3,4,3,7,4,4,6,5,0,4,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1507.6666666666667,0.0,4.0,1.1199999999999999,0.046511627906976744,0.5714285714285714
24,1,2,1448,2,1,1,5,1,0,62,3,1,8,2,2,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,4.28,4.0,0.0,14.0,0.27,4.2,1.0,2.0,1601.0,0.16666666666666666,2.0,1.4,0.04,0.6666666666666666
34,1,1,296,2,6,2,2,4,0,33,1,1,8,3,0,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,4.28,4.0,0.0,14.0,0.27,4.2,1.0,2.0,1175.5,0.3333333333333333,3.25,1.4,0.02857142857142857,0.0
38,0,1,1490,1,2,2,1,4,1,42,3,1,2,4,1,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,851.0,0.0,3.5,1.4333333333333331,0.02564102564102564,0.0
40,0,2,1398,2,2,4,1,3,0,79,3,5,3,3,1,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12,4.28,4.0,0.0,14.0,0.86,8.95,0.0,9.0,3006.8333333333335,0.047619047619047616,3.25,0.895,0.12195121951219512,0.5714285714285714
26,0,2,1349,1,23,3,1,1,0,90,3,1,6,4,0,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1443.0,0.0,2.0,1.4,0.037037037037037035,0.5
30,0,0,1400,1,3,3,1,3,1,53,3,1,2,4,1,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1048.5,0.16666666666666666,2.75,1.4333333333333331,0.03225806451612903,0.6666666666666666
29,0,2,986,1,3,4,3,2,1,93,2,3,5,3,1,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2983.75,0.0,2.75,0.9714285714285713,0.1,0.6363636363636364
29,1,2,408,1,25,5,5,3,0,71,2,1,6,2,1,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1273.0,0.3333333333333333,2.75,1.4,0.03333333333333333,0.3333333333333333
19,1,2,489,0,2,2,5,1,1,52,2,1,1,4,2,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,4.1,4.0,0.0,9.0,0.28,4.3,1.0,2.0,1282.0,0.0,3.0,1.4333333333333331,0.05,0.0
30,0,0,1398,2,22,4,4,3,0,69,3,3,7,1,1,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,4.28,4.0,0.0,14.0,0.5,6.3,1.0,6.0,2103.0,0.7,2.5,0.8999999999999999,0.0967741935483871,0.8
57,0,2,210,2,29,3,2,1,1,56,2,4,3,4,0,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0,3.815,4.0,0.0,10.0,0.67,7.7,0.0,7.0,2823.6,0.0,2.5,0.9625,0.06896551724137931,0.0
50,0,2,1099,1,29,4,1,2,1,88,2,4,3,3,1,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,4.3,4.0,0.0,10.0,0.67,7.7,0.0,7.0,3409.2,0.5357142857142857,2.5,0.9625,0.0784313725490196,0.25
30,0,0,1116,1,2,3,3,3,0,49,3,1,2,4,2,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1282.0,0.5,3.0,1.4,0.03225806451612903,0.5833333333333334
60,0,1,1499,2,28,3,2,3,0,80,2,3,7,1,1,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11,4.28,4.0,0.0,14.0,0.5,6.3,1.0,6.0,2566.5,0.6842105263157895,3.0,0.8999999999999999,0.04918032786885246,0.5789473684210527
47,0,2,983,1,2,2,3,1,0,65,3,2,4,4,0,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1690.0,0.0,2.75,1.1199999999999999,0.041666666666666664,0.6666666666666666
46,0,2,1009,1,2,3,1,1,1,51,3,4,5,3,1,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,4.3,4.0,0.0,10.0,0.67,7.7,0.0,7.0,3572.2,0.0,2.0,0.9625,0.0851063829787234,0.25
35,0,2,144,1,22,3,1,4,1,46,1,1,2,3,2,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,2115.0,0.6666666666666666,3.25,1.4333333333333331,0.027777777777777776,0.5
54,0,2,548,1,8,4,1,3,0,42,3,2,2,3,2,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1260.0,0.0,3.0,1.1199999999999999,0.03636363636363636,0.0
34,0,2,1303,1,2,4,1,4,1,62,2,1,6,3,0,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1384.0,0.625,3.25,1.4333333333333331,0.02857142857142857,0.875
46,0,2,1125,2,10,3,2,3,0,94,2,3,7,4,1,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,4.28,4.0,0.0,14.0,0.5,6.3,1.0,6.0,2267.75,0.25,3.25,0.8999999999999999,0.06382978723404255,0.5
31,0,2,1274,1,9,1,1,3,1,33,3,3,4,2,0,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2662.0,0.0,3.25,0.9714285714285713,0.09375,0.5714285714285714
33,1,2,1277,1,15,1,3,2,1,56,3,3,3,3,1,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,3402.5,0.875,3.25,0.9714285714285713,0.08823529411764706,0.875
33,1,2,587,1,10,1,3,1,1,38,1,1,2,4,0,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1704.0,0.2,2.25,1.4333333333333331,0.029411764705882353,0.6
30,0,2,413,2,7,1,2,4,1,57,3,1,8,2,2,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,3.815,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1491.5,0.25,2.5,1.4333333333333331,0.03225806451612903,0.5
35,0,2,1276,1,16,3,1,4,1,72,3,3,0,3,1,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,1908.0,0.0,3.25,0.9714285714285713,0.08333333333333333,0.0
31,1,1,534,1,20,3,1,1,1,66,3,3,0,3,1,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2456.0,0.0,2.0,0.9714285714285713,0.09375,0.0
34,1,1,988,0,23,3,0,2,0,43,3,3,1,1,0,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,4.83,3.0,0.0,6.0,0.5,6.3,1.0,6.0,2487.5,0.0,2.25,0.8999999999999999,0.08571428571428572,0.5
42,0,1,1474,1,5,2,4,2,1,97,3,1,2,3,1,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1046.5,0.6666666666666666,3.0,1.4333333333333331,0.023255813953488372,0.0
36,0,0,635,2,10,4,3,2,1,32,3,3,7,4,2,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2495.0,0.8181818181818182,3.0,0.9714285714285713,0.08108108108108109,0.6363636363636364
22,1,1,1368,1,4,1,5,3,1,99,2,1,2,3,2,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1947.0,0.3333333333333333,3.0,1.4333333333333331,0.043478260869565216,0.6666666666666666
48,0,2,163,2,2,5,2,2,0,37,3,2,7,4,1,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,4.28,4.0,0.0,14.0,0.42,5.6,1.0,4.0,1350.3333333333333,0.6,2.5,1.1199999999999999,0.04081632653061224,0.7
55,0,2,1117,2,18,5,1,1,0,83,3,4,3,2,2,16835,9873,3,0,23,4,4,0,37,2,3,10,9,7,7,4.28,4.0,0.0,14.0,0.67,7.6,0.0,7.0,3367.0,0.6363636363636364,2.5,0.95,0.07142857142857142,0.6363636363636364
41,0,0,267,2,10,2,1,4,1,56,3,2,7,4,2,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2076.6666666666665,0.06666666666666667,3.75,1.2000000000000002,0.047619047619047616,0.6666666666666666
35,0,2,619,2,1,3,2,2,1,85,3,2,7,3,1,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1572.3333333333333,0.5,2.75,1.2000000000000002,0.05555555555555555,0.75
40,0,2,302,1,6,3,1,2,0,75,3,4,4,3,2,13237,20364,7,0,15,3,3,0,22,3,3,20,6,5,13,4.225,4.0,0.0,10.5,0.67,7.6,0.0,7.0,2647.4,0.23809523809523808,2.75,0.95,0.0975609756097561,0.6190476190476191
39,0,1,443,1,8,1,1,3,0,48,3,1,2,3,1,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1877.5,0.0,2.5,1.4,0.025,0.7777777777777778
31,0,2,828,2,2,1,1,2,1,77,3,2,7,4,2,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2194.0,0.0,3.25,1.2000000000000002,0.0625,0.7142857142857143
42,0,2,319,1,24,3,3,4,1,56,3,3,4,1,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,1851.5,0.45454545454545453,2.75,0.9714285714285713,0.06976744186046512,0.7272727272727273
45,0,2,561,2,2,3,4,4,1,61,3,2,7,2,1,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1601.6666666666667,0.3333333333333333,3.0,1.2000000000000002,0.043478260869565216,0.7777777777777778
26,1,1,426,0,17,4,1,2,0,58,3,1,1,3,0,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,4.83,3.0,0.0,6.0,0.27,4.2,1.0,2.0,1370.5,0.125,2.25,1.4,0.037037037037037035,0.0
29,0,2,232,1,19,3,5,4,1,34,3,2,4,4,0,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1420.6666666666667,0.25,3.5,1.2000000000000002,0.06666666666666667,0.5
33,0,2,922,1,1,5,3,1,0,95,4,4,5,3,0,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,4.225,4.0,0.0,10.5,0.67,7.6,0.0,7.0,3236.8,0.0,2.5,0.95,0.11764705882352941,0.7142857142857143
31,0,2,688,2,7,3,1,3,1,44,2,3,3,4,0,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2889.25,0.0,3.0,0.9714285714285713,0.09375,0.16666666666666666
18,1,1,1306,2,5,3,2,2,1,69,3,1,8,2,2,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,3.815,4.0,0.0,10.0,0.28,4.3,1.0,2.0,939.0,0.0,2.75,1.4333333333333331,0.05263157894736842,0.0
40,0,0,1094,2,28,3,4,3,1,58,1,3,7,1,0,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2733.0,0.0,2.5,0.9714285714285713,0.07317073170731707,0.5
41,0,0,509,1,2,4,4,1,0,62,2,2,0,3,2,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,2270.3333333333335,0.0,2.0,1.1199999999999999,0.047619047619047616,0.7777777777777778
26,0,2,775,2,29,2,3,1,1,45,3,2,7,3,0,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1435.3333333333333,0.0,2.0,1.2000000000000002,0.07407407407407407,0.0
35,0,2,195,2,1,3,3,1,0,80,3,2,7,3,2,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,4.28,4.0,0.0,14.0,0.42,5.6,1.0,4.0,1619.6666666666667,0.0,2.75,1.1199999999999999,0.05555555555555555,0.5
34,0,2,258,2,21,4,1,4,1,74,4,2,7,4,2,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1779.0,0.45454545454545453,3.75,1.2000000000000002,0.05714285714285714,0.6363636363636364
26,1,2,471,1,24,3,5,3,1,66,1,1,2,4,2,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1170.0,0.0,2.5,1.4333333333333331,0.037037037037037035,0.0
37,0,2,799,1,1,3,5,2,0,59,3,3,4,4,2,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,1872.75,0.14285714285714285,3.5,0.8999999999999999,0.07894736842105263,0.2857142857142857
46,0,1,1034,1,18,1,3,1,0,86,3,3,0,3,1,10527,8984,5,0,11,3,4,0,28,3,2,2,2,1,2,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,2631.75,0.3333333333333333,2.5,0.8999999999999999,0.06382978723404255,0.6666666666666666
41,0,2,1276,2,2,5,1,2,0,91,3,4,3,1,1,16595,5626,7,0,16,3,2,1,22,2,3,18,16,11,8,4.28,4.0,0.0,14.0,0.67,7.6,0.0,7.0,3319.0,0.5789473684210527,2.0,0.95,0.09523809523809523,0.42105263157894735
37,0,0,142,2,9,4,3,1,1,69,3,3,7,2,0,8834,24666,1,0,13,3,4,1,9,6,3,9,5,7,7,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2208.5,0.7,2.5,0.9714285714285713,0.07894736842105263,0.7
52,0,2,956,1,6,2,5,4,1,78,3,2,6,1,0,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1859.0,0.5454545454545454,2.5,1.2000000000000002,0.03773584905660377,0.8181818181818182
32,1,0,1474,2,11,4,4,4,1,60,4,2,7,3,1,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1569.0,0.2,3.5,1.2000000000000002,0.06060606060606061,0.4
24,0,1,535,2,24,3,3,4,1,38,3,1,8,4,1,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,3.815,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1200.0,0.6666666666666666,3.5,1.4333333333333331,0.04,0.3333333333333333
38,0,2,1495,1,10,3,3,3,0,76,3,2,0,3,1,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,3274.6666666666665,0.0,3.0,1.1199999999999999,0.05128205128205128,0.0
37,0,2,446,1,1,4,1,2,0,65,3,2,4,2,1,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,2149.0,0.5714285714285714,2.0,1.1199999999999999,0.05263157894736842,0.42857142857142855
49,0,2,1245,1,18,4,1,4,1,58,2,5,5,3,0,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9,4.3,4.0,0.0,10.0,0.84,9.0,0.0,9.0,3250.3333333333335,0.0,3.25,0.9,0.1,0.28125
24,0,2,691,1,23,3,3,2,1,89,4,1,6,4,1,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1362.5,0.14285714285714285,2.75,1.4333333333333331,0.04,0.5714285714285714
26,0,2,703,2,28,2,2,1,1,66,3,2,7,2,1,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2090.6666666666665,0.16666666666666666,2.75,1.2000000000000002,0.07407407407407407,0.6666666666666666
24,0,2,823,1,17,2,4,4,1,94,2,1,2,2,1,2127,9100,1,0,21,4,4,1,1,2,3,1,0,0,0,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1063.5,0.0,3.25,1.4333333333333331,0.04,0.0
50,0,1,1246,0,3,3,3,1,1,99,3,5,3,2,1,18200,7999,1,0,11,3,3,1,32,2,3,32,5,10,7,4.1,4.0,0.0,9.0,0.84,9.0,0.0,9.0,3033.3333333333335,0.30303030303030304,2.25,0.9,0.09803921568627451,0.21212121212121213
25,0,2,622,2,13,1,3,2,1,40,3,1,8,3,1,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,3.815,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1048.0,0.0,2.75,1.4333333333333331,0.038461538461538464,0.75
24,1,1,1287,1,7,3,1,1,0,55,3,1,2,3,1,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1443.0,0.14285714285714285,2.75,1.4,0.04,0.2857142857142857
30,1,1,448,2,12,4,1,2,1,74,2,1,8,1,1,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,3.815,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1016.5,0.0,2.5,1.4333333333333331,0.03225806451612903,0.0
34,0,2,254,1,1,2,1,2,1,83,2,1,6,4,1,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1811.0,0.14285714285714285,3.25,1.4333333333333331,0.02857142857142857,0.42857142857142855
31,1,2,1365,2,13,4,3,2,1,46,3,2,7,1,0,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1411.0,0.25,1.75,1.2000000000000002,0.0625,0.5
35,0,2,538,1,25,2,4,1,1,54,2,2,2,4,2,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1227.0,0.0,3.0,1.2000000000000002,0.05555555555555555,0.5
31,0,2,525,2,6,4,3,1,1,66,4,2,7,4,0,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1820.0,0.625,3.25,1.2000000000000002,0.0625,0.875
27,0,2,798,1,6,4,3,1,0,66,2,1,6,3,0,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1093.5,0.0,2.25,1.4,0.03571428571428571,0.5
37,0,2,558,2,2,3,2,4,1,75,3,2,7,3,1,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,3200.6666666666665,0.25,3.0,1.2000000000000002,0.05263157894736842,0.0
20,0,2,959,1,1,3,1,4,0,83,2,1,6,2,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1418.0,0.0,3.5,1.4,0.047619047619047616,0.0
42,0,2,622,1,2,4,1,3,0,81,3,2,0,4,1,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1363.0,0.18181818181818182,3.0,1.1199999999999999,0.046511627906976744,0.18181818181818182
43,0,2,782,1,6,4,4,2,1,50,2,4,5,4,0,16627,2671,4,1,14,3,3,1,21,3,2,1,0,0,0,4.3,4.0,0.0,10.0,0.67,7.7,0.0,7.0,3325.4,0.0,2.75,0.9625,0.09090909090909091,0.0
38,0,2,362,1,1,1,1,3,0,43,3,1,6,1,2,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1309.5,0.0,2.5,1.4,0.02564102564102564,0.0
43,0,1,1001,1,9,5,3,4,1,72,3,2,2,3,0,5679,19627,3,1,13,3,2,1,10,3,3,8,7,4,7,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1893.0,0.4444444444444444,3.0,1.2000000000000002,0.045454545454545456,0.7777777777777778
48,0,2,1236,1,1,4,1,4,0,40,2,4,3,1,1,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,4.225,4.0,0.0,10.5,0.67,7.6,0.0,7.0,3080.4,0.0,1.75,0.95,0.08163265306122448,0.5
44,0,2,1112,0,1,4,1,1,0,50,2,2,1,3,2,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2,4.83,3.0,0.0,6.0,0.42,5.6,1.0,4.0,1995.0,0.0,2.5,1.1199999999999999,0.044444444444444446,0.6666666666666666
34,0,2,204,2,14,3,5,3,0,31,3,1,8,3,0,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,4.28,4.0,0.0,14.0,0.27,4.2,1.0,2.0,1289.5,0.0,3.25,1.4,0.02857142857142857,0.6666666666666666
27,1,2,1420,2,2,1,2,3,1,85,3,1,8,1,0,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,3.815,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1520.5,0.0,2.25,1.4333333333333331,0.03571428571428571,0.4
21,0,2,1343,2,22,1,5,3,1,49,3,1,8,3,2,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2,3.815,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1723.5,0.25,3.0,1.4333333333333331,0.045454545454545456,0.5
44,0,2,1315,1,3,4,4,4,1,35,3,5,3,4,1,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,4.3,4.0,0.0,10.0,0.84,9.0,0.0,9.0,3252.1666666666665,0.0,3.25,0.9,0.1111111111111111,0.3333333333333333
22,0,2,604,1,6,1,3,1,1,69,3,1,6,3,1,2773,12145,0,0,20,4,4,0,3,3,3,2,2,2,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1386.5,0.6666666666666666,2.75,1.4333333333333331,0.043478260869565216,0.6666666666666666
33,0,2,1216,2,8,4,2,3,1,39,3,2,7,3,0,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2368.0,0.16666666666666666,3.25,1.2000000000000002,0.058823529411764705,0.3333333333333333
32,0,2,646,1,9,4,1,1,0,92,3,2,6,4,1,6322,18089,1,1,12,3,4,1,6,2,2,6,4,0,5,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,2107.3333333333335,0.0,2.75,1.1199999999999999,0.06060606060606061,0.7142857142857143
30,0,1,160,1,3,3,3,3,0,71,3,1,6,3,0,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1041.5,0.0,3.0,1.4,0.03225806451612903,0.0
53,0,2,238,2,1,1,3,4,0,34,3,2,7,1,2,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,4.28,4.0,0.0,14.0,0.42,5.6,1.0,4.0,2793.6666666666665,0.5333333333333333,3.25,1.1199999999999999,0.037037037037037035,0.6666666666666666
34,0,2,1397,1,1,5,1,2,1,42,3,1,6,4,1,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1345.5,0.7272727272727273,3.0,1.4333333333333331,0.02857142857142857,0.7272727272727273
45,1,1,306,2,26,4,1,1,0,100,3,2,7,1,1,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,4.28,4.0,0.0,14.0,0.42,5.6,1.0,4.0,1428.6666666666667,0.0,2.25,1.1199999999999999,0.043478260869565216,0.0
26,0,2,991,1,6,3,1,3,0,71,3,1,2,4,1,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1329.5,0.0,3.25,1.4,0.037037037037037035,0.5
